Tweets,Output,,,
"ठाणे येथील घोडबंदर रस्त्यावर मेट्रोच्या कामासाठी लावलेल्या लोखंडी बॅरिगेट्स वरील पत्रे निघाले आहेत,त्यामुळे अपघात होण्याची शक्यता आहे,कृपया ते दुरुस्त करण्यात यावेत. 
@MumMetro @MumbaiMetro3 @TMCaTweetAway @ThaneCityPolice @TMCsmartcity",1,,,
ठाणे ते दिवा दरम्यान होणाऱ्या ५व्या आणि ६व्या लाईनला ह्याच राजकारणामुळे उशीर झाला आहे.ह्या काही मतांसाठी किती सामान्य प्रवाशांचा गाडीतून खाली पडून मृत्यू झाला आहे.हे ताबडतोब थांबायला हवे.महाराष्ट्रात यासाठी ठोस उपाय केंद्र सरकारने करावा.ही आमची गरज आहे. @narendramodi @AmitShah,1,,,
ठाणे ते दिवा ५वी आणि ६वी लाईन न होण्यास हेच जबाबदार आहेत मग ह्यांच्या मतांसाठी भले गाडीतून धक्का लागून भले हजारो जीव गेले तरीही काहीही हरकत नाही. हाच #लोकशाही चा सगळयात मोठा दुरुपयोग आहे. माणसाची किँमत शुन्य https://t.co/gqyDhjiHcB,1,,,
घोडबंदर परिसरातील गृहसंकुलांकडून पाण्याची पळवापळवी @ThaneMT https://t.co/PHzJ3ch1gk,1,,,
"कुठवर आतवर अंधार सोसावा
दिवा लागू दे रे देवा
दिवा लागो देवा...🙏
#11pmWords",1,,,
कासा रॉयल समोर बाळकुम पाडा नंबर 3 येथे जवळपास दीड ते दोन महिन्यापासून कचरापेटी उपलब्ध नसून तेथील नागरिक रस्तावर कचरा फेकत आहेत वारंवार तक्रार करून सुद्धा कुठलीही दखल घेतली जात नाही,1,,,
कळवा पोलीस स्टेशन मध्ये 324 च्या खालील काही आरोपी बद्दल तक्रार करण्यासाठी गेले असताना कळवा पोलीस स्टेशन मध्ये काही  पोलिसांनी सभ्यपणे व वर्तणूक केली. व कुठल्याही प्रकारचे सहकार्य न करता पोलीस स्टेशन मधून चालते व्हा असे सांगण्यात आले @ThaneCityPolice योग्य ती कारवाई करावी करावे,1,,,
"आरोग्य केंद्र उभारण्यासंदर्भात सकारात्मक निर्णय

पुनर्वसन संबंधी जोपर्यंत निर्णय होत नाही, तोपर्यंत कळवा, कल्याण (पूर्व) आणि डोंबिवली येथील रहिवाशांची घरे रिकामी करू नये, अशी विनंती करण्यात आली.",1,,,
"आज संध्याकाळी ६.३० वाजता दिवा स्टेशन वर दिवा ते पेण मासिक पास काढण्यासाठी गेलो असता टिकिट खिडकी क्र. १ वरील बुकिंग क्लार्क ने दिवा ते पेण मेमू सेवा एक्सप्रेस म्हणून चालविण्यात येत आहे त्यामुळे मासिक पास देता येत नाही असे सांगितले.
पेण स्टेशन वरून पेण ते दिवा मासिक पास देतात. https://t.co/FSnmfhWwLA",1,,,
अविनाश दत्तात्रय बल्लाळ बिल्डर फरार आहे आढळले की कोलसेवादी पोलीस staion ला कळवा  हाजिमलग रोड चेतना शाळे जवळ साई सदेश चाल मधे रहात होता  आता फरार आहे कोर्ट wart  निघाले आहे https://t.co/PaBlZ9K5Nr,1,,,
RT @ThaneCityPolice: सोनसाखळी व मोबाइल जबरी चोरी करणाऱ्या आरोपीतांना कापूरबावडी पोलिसांकडून अटक. #GoodDetection https://t.co/e05ybPARii,1,,,
"RT @sarangchaps: येणारी जाणारी वाहने या जंक्शनवरुन जातात. त्यामूळे ईथे कायम वाहतूक कोंडी असते.
उल्हास नदी जिथं समुद्राला मिळते त्या वर्सावे…",1,,,
"RT @sarangchaps: दुसऱ्या खाडी पुलावर येते. रस्ता रुंद करताना खाडी पुल रुंद केले गेले नाहीत.
सततची वाहतूक कोंडी बघून शेवटी NHAI ने घोडबंदर…",1,,,
"RT @PoliceMahanagar: दिवा प्रभागसमिति अंतर्गत येणाऱ्या शीळ गावामधील खान कम्पाउंड मध्ये होत असलेल्या अवैध बांधकामावर कारवाई चालू होती, त्या…",1,,,
RT @GulviRavi: बाळ्कुम कशेळी हायवे रस्ता लागत मोठ्या प्रमाणात अनधिकृत हातगाड्या लावुन रस्ता कमी प्रमाणात वापरण्यास मिळत आहे आणी काही हफ्ते…,1,,,
#डोंबिवली #बोरिवली #मालाड #ठाणे #घोडबंदर रोड वर तर चार पाच पोलिस एकच ठिकाणी  पुढे ट्रॅफिक आहे ते हॅण्डल ना करिता ते फाइन मारता असतात यांचा बरोबर ठी #ट्रॅफिकवॉर्डन सुद्धा . यांची काम काय हे करतात काय साहेब लोक यांना जरा कंट्रोल मध्ये घ्या .,1,,,
"#ठाण्यातील #मेट्रो_4 साठी ओवळा सिग्नल ते घोडबंदर रोडवरील वेदांत हॉस्पिटल दरम्यान पिलर टाकण्यासाठी कामासाठी ठाणेकडून घोडबंदर रोड वाहिनी वाहतुकीस बंद करण्यात येणार आहे, अशी माहिती @ThaneTraffic  पोलीस उपायुक्त बाळासाहेब पाटील यांनी दिली आहे.",1,,,
"#घोडबंदर_रोड, #आनंद_नगर परिसरातील #पुरूषोत्तम_पार्क सोसायटी येथील रहिवाशांनी माझ्याकडे #पिण्याच्या_पाण्या समस्येसंदर्भात तक्रार केली होती, त्यांच्या पाण्याच्या समस्याचे निवारण केल्यानंतर सोसायटीच्या वतीने सत्कार करून आभार व्यक्त करण्यात आले.
#RaviGharat #Thane #GhodbunderRoad https://t.co/kVP2LKMoDA",1,,,
@TMCaTweetAway @ThaneCityPolice वर्तक नगर प्रभाग समितीच्या हद्दीत येणाऱ्या कापूरबावडी जवळ असलेल्या नाल्याच्या बाजूला मोठ्या प्रमाणात अनधिकृत चाळींचे बांधकाम सुरू आहे. प्रभाग समितीला अनेक तक्रारी करून सुद्धा कोणतीही कारवाई अनधिकृत चाळींवर केली जात नाही असा आरोप नागरिकांनी केला आहे https://t.co/iJzaa6BQk0,1,,,
"@TMCaTweetAway @ThaneCityPolice कापूरबावडी नाका येथे असलेल्या मुख्य नाल्याशेजारी, पाईप लाईन च्या बाजूला या अनधिकृत चाळी बांधण्यात आल्या आहेत.. हा परिसर वर्तक नगर प्रभाग समितीच्या हद्दीत येतो.",1,,,
@ThaneCityPolice @Thane_R_Police घोडबंदर रोड आजही फुल्ल जाम!! बाहेरच्या ट्रकट्राफ़िक मुळे ठाणेकरांचे हाल… https://t.co/mpAe367SA2,1,,,
@Shrirekha27 @DhirajMurud @WeArePenkars @OfficeOfNG ओ @Jayant_R_Patil   कोण आहे हा कंत्राटदार  बदोबस्त करायचे किती घेणार  लवकर कळवा,1,,,
@SarangShriPatil @ShriPatilKarad साहेब मी श्री. निलेश बाजीराव पवार शिवसेना गटप्रमुख दिवा शहर ठाणे मु.पवनगाव(पवारवाडी) ता.जि. सातारा प्रधानमंत्री ग्राम सडक योजने अंतर्गत मोरेवाडी फाटा ते ठोसेघर सत्य फाटा या रस्त्यांची हलत खूप खराब झाली लोकांना होणारा त्रास लोक सहन करत आहेत तरी याच्या कडे जरा लवकर लक्ष ध्यावे,1,,,
"@sarangchaps नुसता हा पूल बांधून घोडबंदर ची वाहतूक समस्या संपणार नाही  गायमुख ते चेंना पूल पर्यंत 4 लेनचे रस्ते हवेत
जड वाहने बंद पडल्यावर त्वरित कारवाई झाली पाहिजे 
जड वाहनांना वेगळा रस्ता अपेक्षित",1,,,
"@sarangchaps @WranglerPranjpe @vpj1960 @Vandemataram_YA @kulkarnigirish @SaffronSappu @Vidarbha_P @duskygirl27 @Sunil_Ankulge @Sunilp51647231 @patilji_speaks सर , जर ठाणे-बोरिवली नॅशनल पार्क मधून जाणारा मार्ग सुरू झाला ( टिकुजिनी वाडीतून) तर बऱ्याच गाड्या तश्या पण इकडून जातील आणि ट्राफिक कमी होईल. हे घोडबंदर चे चांगलेच आहे",1,,,
@sarangchaps @SiddhiTheHindu @WranglerPranjpe @vpj1960 @Vandemataram_YA @kulkarnigirish @SaffronSappu @Vidarbha_P @duskygirl27 @Sunil_Ankulge @Sunilp51647231 @patilji_speaks खूपच सुंदर माहिती दिली तुम्ही. हा पूल आणि JNPT विरार स्पर झाल्यावर घोडबंदर रस्त्यावरची ट्रॅकची वाहतूक कमी होईल. ते मॉडेल कुठे बघायला मिळेल?,1,,,
"@nitin_gadkari @narendramodi @BJP4India साहेब!
इतक्याच तळमळतेने आणि आत्मियतेने, समस्त उत्तर महाराष्ट्राला प्रिय असलेल्या आणि आपण दिवा स्वप्न दाखवलेल्या मनमाड-इंदूर रेल्वे लाइन संदर्भात पुन्हा एकदा पुढाकार घेत प्रकल्प तडीस नेण्याची कृपा करावी
🙏
@WeAreNashik @IndianRailMedia https://t.co/JWsU4DMu46",1,,,
"@MPLodha @BhaktiJogal मगंलप्रभात लोढा,
            तुम्ही स्वताच चोर म्हनुन घेता,कोरोना काळात थाळ्या वाजवायचं सोडुन दिवा मेनबत्ती पेटवायच सोडुन म.गांधी पुतळ्यासमोर आदोंलन करता मग शेतकरी आदोंलन करत होते तेव्हा प्राणानीशी कोन मुकले ! ७०० शेतकरी मरन पावले ,आली का दया मया !
@CMOMaharashtra @rautsanjay61",1,,,
"@MahaKamgar @HasanMushrif अजूनही बऱयाच दुकानाच्या पाट्या इतर भाषेत आहेत.. बदल झालेला नाहीये..ठाणे मध्ये कळवा मध्ये बऱ्याच ठिकाणी बदल झालेलं नाही दिसत.. दुकानदार कायदा पाळत नाहीत. त्याचावर कारवाई व्हावी विनंती 🙏🏻
@ekikaranmarathi",1,,,
@LoksattaLive इतर भाषांचा स्पॉट घोडबंदर रोड. त्वरित कारवाई होणे अपेक्षित. @CMOMaharashtra,1,,,
"@KaduAmol घोडबंदर रोड वरच्या प्रत्येक नवीन प्रकल्पात हा २ फ्लॅट घेतो, दिले नाहीत तर बिल्डर चे सामान अडवतो. शिव्या देऊन त्यांच्या कार्यालयात तोडफोड करतो. पण साहेबांच्या आशीर्वादामुळे कोणी कारवाई करत नाही",1,,,
@INCIndia @NANA_PATOLE त्या गावगुंड मोदीला पोलिसांनी अटक केली. पण त्यांच्या या वक्तव्याला पोलिसांनी नाकारलं. पोलीस म्हणतात अशा कोणत्याही गुंडाला आम्ही अटक केलेली नाही. पटोले खोटं का बोलताय? दिवा विझताना जास्त फडफड करतो तीच फडफड काँग्रेसची चालली नाही ना? https://t.co/wE2Il3LD2y,1,,,
@iM_BiJaY85 आपली तक्रार कापूरबावडी पोलीस ठाणे येथे कळविली असून सदर ठिकाणी बिट मार्शल रवाना करण्यात येत आहे.,1,,,
@DrSEShinde @mieknathshinde @ThaneCollector साहेब आपल्याच कल्याण लोकसभेतील दिवा येथील खालील दाखवलेल्या चित्रातील बऱ्याच वर्षांपासूनच्या ह्या परिस्थितीत काही बदल करता येईल का तेवढं बघा जरा फार बर होईल. https://t.co/4tpbtFOVWg,1,,,
@drmmumbaicr काल दि. १७.०१.२०२२ रोजी पेण स्टेशन वरून पेण ते दिवा मासिक पास दिला. रेल्वे चे नियम सर्व ठिकाणी सारखे असतांना पास दिला जात नाही हे बरोबर नाही. https://t.co/WIcCpoi24l,1,,,
"@ChakankarSpeaks त्याचप्रमाणे माझ्या आई वडील व मुलीला मानसिक त्रास सहन करावा लागत आहे. याप्रकरणी ऑगस्ट 2020 पासून मी ठाणे पोलीस स्टेशन, कापूरबावडी महिला आयोग केंद्र, कळवा हॉस्पिटल महिला आयोग, रत्नागिरी पोलीस स्टेशन सगळ्या ठिकाणी न्यायासाठी धाव घेतली होती.",1,,,
"@Central_Railway @drmmumbaicr @GM_CRly @srdommumbaicr @srdcmmumbaicr @RailwaySeva गाडी न ५०१०३/०४ दिवा-रत्नागिरी या गाडीचा नवीन वेळापत्रक #NTES या अँप वर का दाखवत नाही,पेण, कासु,नागोठणे, रोहा येथे थांबा दाखवत नाही, कृपया अपडेट करावे ही विनंती.",1,,,
@Awhadspeaks @Central_Railway अनधिकृत असेल तर कार्यवाही झालीच पाहिजे ..... रेल्वेच्या जागेत असेल तर का करू नये कार्यवाही प्रत्येक वेळी भावनीक होऊंन कळवा मुब्रा दिवा दिघा  झोपडपट्टी वाढली आहे  या मध्ये परप्रांतीय लोंढे जास्त असतील,1,,,
RT @Info_Thane1: याकाळात मुंबई-नाशिक महामार्गावरील कापूरबावडी जक्शंनवरील तत्वज्ञान विद्यापीठ येथे प्रवेश बंद करण्यात येणार आहे. घोडबंदर रोड…,1,,,
